,0,1,2
1308,Shigella dysenteriae,0.0,Known
1309,Gemella morbillorum,0.0,Known
1310,Gemella,0.0,Known
1311,Gardnerella vaginalis,0.0,Known
1312,Gammaproteobacteria,0.0,Known
1313,Gallionellaceae,0.0,Known
1314,Selenomonadaceae,0.0,Known
1315,Selenomonadales,0.0,Known
1316,Selenomonas,0.0,Known
1317,Senegalimassilia,0.0,Known
1318,Senegalimassilia anaerobia,0.0,Known
1319,Fusobacterium nucleatum,0.0,Known
1320,Shewanella,0.0,Known
1321,Shigella,0.0,Known
1322,Fusobacterium,0.0,Known
1323,Fusobacteriia,0.0,Known
1324,Fusobacteriales,0.0,Known
1325,Fusobacteriaceae,0.0,Known
1326,Fusobacteria,0.0,Known
1327,Fusicatenibacter,0.0,Known
1328,Gemella sanguinis,0.0,Known
1329,Sediminibacterium,0.0,Known
1330,Gemmiger,0.0,Known
1331,Haemophilus influenzae,0.0,Known
1332,Saccharomycetes,0.0,Known
1333,Saccharomycodaceae,0.0,Known
1334,Helicobacteraceae,0.0,Known
1335,Helicobacter canadensis,0.0,Known
1336,Helicobacter,0.0,Known
1337,Hanseniaspora,0.0,Known
1338,Hallella,0.0,Known
1339,Haemophilus parainfluenzae,0.0,Known
1340,Haemophilus,0.0,Known
1341,Geobacillus,0.0,Known
1342,Gymnopilus,0.0,Known
1343,Saprolegnia,0.0,Known
1344,Granulicatella,0.0,Known
1345,Gordonibacter pamelaeae,0.0,Known
1346,Gordonibacter,0.0,Known
1347,Sarcina,0.0,Known
1348,Scardovia,0.0,Known
1349,Schaalia odontolytica,0.0,Known
1350,Shigella boydii,0.0,Known
1351,Shigella flexneri,0.0,Known
1352,Erysipelatoclostridium ramosum,0.0,Known
1353,Shigella sonnei,0.0,Known
1354,Faecalibacterium sp.,0.0,Known
1355,Faecalibacterium prausnitzii,0.0,Known
1356,Faecalibacterium,0.0,Known
1357,Slackia heliotrinireducens,0.0,Known
1358,Slackia piriformis,0.0,Known
1359,Exobasidiomycetes,0.0,Known
1360,Eubacterium ventriosum,0.0,Known
1361,Eubacterium sp.,0.0,Known
1362,Eubacterium ramulus,0.0,Known
1363,Eubacterium oxidoreducens,0.0,Known
1364,Eubacterium,0.0,Known
1365,Eubacteriaceae,0.0,Known
1366,Escherichia fergusonii,0.0,Known
1367,Escherichia coli,0.0,Known
1368,Escherichia albertii,0.0,Known
1369,Escherichia,0.0,Known
1370,Erysipelotrichia,0.0,Known
1371,Erysipelotrichales,0.0,Known
1372,Erysipelotrichaceae,0.0,Known
1373,Faecalicatena fissicatena,0.0,Known
1374,Faecalicoccus,0.0,Known
1375,Faecalitalea,0.0,Known
1376,Firmicutes bacterium ASF500,0.0,Known
1377,Shigella sp. PAMC 28760,0.0,Known
1378,Flavonifractor plautii,0.0,Known
1379,Flavonifractor,0.0,Known
1380,Flavobacterium,0.0,Known
1381,Flavobacteriia,0.0,Known
1382,Silene,0.0,Known
1383,Sinobacteraceae,0.0,Known
1384,Slackia,0.0,Known
1385,Firmicutes,0.0,Known
1386,Faecalitalea cylindroides,0.0,Known
1387,Finegoldia,0.0,Known
1388,Filobasidium uniguttulatum,0.0,Known
1389,Filobasidium,0.0,Known
1390,Filobasidiales,0.0,Known
1391,Filobasidiaceae,0.0,Known
1392,Slackia exigua,0.0,Known
1393,Ferrimonas,0.0,Known
1394,Ferrimonadaceae,0.0,Known
1395,Abiotrophia,0.0,Known
