,0,1,2
1243,Glutamicibacter,0.0,Known
1244,Micrococcales,0.0,Known
1245,Christensenellaceae,0.0,Known
1246,Gemella,0.0,Known
1247,Parabacteroides,0.0,Known
1248,Ochrobactrum,0.0,Known
1249,Moraxellaceae,0.0,Known
1250,Coprococcus eutactus,0.0,Known
1251,Flavonifractor,0.0,Known
1252,Parabacteroides distasonis ATCC 8503,0.0,Known
1253,Gordonibacter,0.0,Known
1254,Achromobacter,0.0,Known
1255,Flavonifractor plautii,0.0,Known
1256,Xanthomonadaceae,0.0,Known
1257,Coriobacteriaceae,0.0,Known
1258,Coriobacteriales,0.0,Known
1259,Alloprevotella,0.0,Known
1260,Oceanospirillales,0.0,Known
1261,Nesterenkonia,0.0,Known
1262,Gordonibacter pamelaeae,0.0,Known
1263,Clostridium,0.0,Known
1264,Alphaproteobacteria,0.0,Known
1265,Subdoligranulum,0.0,Known
1266,Alcaligenaceae,0.0,Known
1267,Alistipes,0.0,Known
1268,Verrucomicrobia,0.0,Known
1269,Vibrio,0.0,Known
1270,Verrucomicrobiales,0.0,Known
1271,Verrucomicrobiae,0.0,Known
1272,Comamonadaceae,0.0,Known
1273,Verrucomicrobiaceae,0.0,Known
1274,Adlercreutzia,0.0,Known
1275,Streptococcaceae,0.0,Known
1276,Aliihoeflea,0.0,Known
1277,Turicibacter,0.0,Known
1278,Collinsella intestinalis,0.0,Known
1279,Clostridia,0.0,Known
1280,Actinobacteria,0.0,Known
1281,Clostridiales,0.0,Known
1282,Clostridiaceae,0.0,Known
1283,Microbacteriaceae,0.0,Known
1284,Vibrionaceae,0.0,Known
1285,Oxalobacteraceae,0.0,Known
1286,Methylobacterium,0.0,Known
1287,Pannonibacter,0.0,Known
1288,Ezakiella coagulans,0.0,Known
1289,Vibrionales,0.0,Known
1290,Fusobacterium varium,0.0,Known
1291,Acinetobacter baumannii,0.0,Known
1292,Akkermansia,0.0,Known
1293,Gammaproteobacteria,0.0,Known
1294,Sutterella,0.0,Known
1295,Sulfuritalea,0.0,Known
1296,Acinetobacter,0.0,Known
1297,Acidovorax,0.0,Known
1298,Vibrionimonas,0.0,Known
1299,Succinivibrio,0.0,Known
1300,Streptococcus,0.0,Known
1301,Dialister,0.0,Known
1302,Stomatobaculum,0.0,Known
1303,Bifidobacteriaceae,0.0,Known
1304,Rhodospirillales,0.0,Known
1305,Rikenellaceae,0.0,Known
1306,Campylobacterales,0.0,Known
1307,Enterobacter,0.0,Known
1308,Deinococcus grandis,0.0,Known
1309,Deinococcus,0.0,Known
1310,Enterobacterales,0.0,Known
1311,Bifidobacterium,0.0,Known
1312,Bifidobacteriales,0.0,Known
1313,Betaproteobacteria,0.0,Known
1314,Rhodospirillaceae,0.0,Known
1315,Prevotella,0.0,Known
1316,Negativicutes,0.0,Known
1317,Deinococcales,0.0,Known
1318,Enterobacteriaceae,0.0,Known
1319,Barnesiella,0.0,Known
1320,Bacteroidia,0.0,Known
1321,Bacteroidetes,0.0,Known
1322,Deinococcaceae,0.0,Known
1323,Ruminococcaceae,0.0,Known
1324,Bilophila,0.0,Known
1325,Lachnoclostridium,0.0,Known
1326,Stenotrophomonas,0.0,Known
1327,Pseudomonas,0.0,Known
1328,Lactobacillus,0.0,Known
1329,Propionibacterium,0.0,Known
1330,Brucellaceae,0.0,Known
1331,Brevundimonas,0.0,Known
1332,Propionibacteriales,0.0,Known
1333,Pseudomonadaceae,0.0,Known
1334,Lactobacillales,0.0,Known
1335,Dorea,0.0,Known
1336,Pseudomonadales,0.0,Known
1337,Burkholderiales,0.0,Known
1338,Rhodobacterales,0.0,Known
1339,Lactobacillaceae,0.0,Known
1340,Propionibacteriaceae,0.0,Known
1341,Prevotellaceae,0.0,Known
1342,Butyricimonas,0.0,Known
1343,Blautia producta,0.0,Known
1344,Rhizobiales,0.0,Known
1345,Lachnospiraceae,0.0,Known
1346,Rhodobacteraceae,0.0,Known
1347,Blautia,0.0,Known
1348,Ruminococcus,0.0,Known
1349,Porphyromonas bennonis,0.0,Known
1350,Porphyromonadaceae,0.0,Known
1351,Caulobacteraceae,0.0,Known
1352,Peptostreptococcaceae,0.0,Known
1353,Slackia,0.0,Known
1354,Leucobacter,0.0,Known
1355,Sphingobacteriales,0.0,Known
1356,Sphingobacteriia,0.0,Known
1357,Proteobacteria,0.0,Known
1358,Pelagibacterium,0.0,Known
1359,Sphingomonadaceae,0.0,Known
1360,Pasteurellales,0.0,Known
1361,Caulobacterales,0.0,Known
1362,Candidatus Saccharibacteria,0.0,Known
1363,Escherichia,0.0,Known
1364,Pasteurellaceae,0.0,Known
1365,Haemophilus,0.0,Known
1366,Parasutterella secunda,0.0,Known
1367,Anaerostipes caccae DSM 14662,0.0,Known
1368,Staphylococcaceae,0.0,Known
1369,Staphylococcus,0.0,Known
1370,Paraprevotella,0.0,Known
1371,Coriobacteriia,0.0,Known
1372,Halomonadaceae,0.0,Known
1373,Serratia,0.0,Known
1374,Erysipelotrichia,0.0,Known
1375,Erysipelotrichales,0.0,Known
1376,Hyphomicrobiaceae,0.0,Known
1377,Phyllobacteriaceae,0.0,Known
1378,Phocaeicola plebeius,0.0,Known
1379,Helicobacteraceae,0.0,Known
1380,Bacteroides acidifaciens,0.0,Known
1381,Bacteroides,0.0,Known
1382,Bacteroidales,0.0,Known
1383,Bacteroidaceae,0.0,Known
1384,Helicobacter,0.0,Known
1385,Epsilonproteobacteria,0.0,Known
1386,Sarcina,0.0,Known
1387,Sarcina sp.,0.0,Known
1388,Halomonas,0.0,Known
1389,Bacilli,0.0,Known
1390,Bacillales,0.0,Known
1391,Phascolarctobacterium,0.0,Known
1392,Erysipelatoclostridium ramosum,0.0,Known
1393,Selenomonadales,0.0,Known
1394,Erysipelotrichaceae,0.0,Known
1395,Firmicutes,0.0,Known
