,0,1,2
1309,Paeniclostridium,0.0,Known
1310,Pantoea,0.0,Known
1311,Parabacteroides,0.0,Known
1312,Desulfovibrionales,0.0,Known
1313,Devosia,0.0,Known
1314,Dialister,0.0,Known
1315,Streptococcaceae,0.0,Known
1316,Streptococcus,0.0,Known
1317,Faecalibacterium prausnitzii,0.0,Known
1318,Faecalibacterium,0.0,Known
1319,Streptococcus alactolyticus,0.0,Known
1320,Neisseriales,0.0,Known
1321,Exophiala mesophila,0.0,Known
1322,Eubacterium ventriosum,0.0,Known
1323,Ruminococcus callidus,0.0,Known
1324,Nesterenkonia,0.0,Known
1325,Streptococcus lutetiensis,0.0,Known
1326,Eubacterium hallii CAG:12,0.0,Known
1327,Neurospora crassa,0.0,Known
1328,Eubacterium,0.0,Known
1329,Eubacteriaceae,0.0,Known
1330,Nevskia,0.0,Known
1331,Escherichia,0.0,Known
1332,Erythrobacteraceae,0.0,Known
1333,Neisseriaceae,0.0,Known
1334,Neisseria oralis,0.0,Known
1335,Dialister invisus,0.0,Known
1336,Fastidiosipila,0.0,Known
1337,Pseudogymnoascus sp. VKM F-4518 (FW-2643),0.0,Known
1338,Myxococcales,0.0,Known
1339,Flavobacterium,0.0,Known
1340,Flavobacteriia,0.0,Known
1341,Flavobacteriales,0.0,Known
1342,Flavobacteriaceae,0.0,Known
1343,SR1 bacterium oral taxon 874,0.0,Known
1344,Negativibacillus,0.0,Known
1345,Neisseria,0.0,Known
1346,Firmicutes,0.0,Known
1347,Stenotrophomonas,0.0,Known
1348,Stenotrophomonas acidaminiphila,0.0,Known
1349,Sterigmatomyces elviae,0.0,Known
1350,Filifactor alocis,0.0,Known
1351,Filifactor,0.0,Known
1352,Punctularia strigosozonata,0.0,Known
1353,Ruminococcus flavefaciens,0.0,Known
1354,Erysiphe necator,0.0,Known
1355,Erysiphaceae,0.0,Known
1356,Pseudoflavonifractor capillosus,0.0,Known
1357,Ruminococcus bromii,0.0,Known
1358,Odoribacter,0.0,Known
1359,Streptococcus sp. oral taxon 058,0.0,Known
1360,Enhydrobacter,0.0,Known
1361,Eikenella,0.0,Known
1362,Subdoligranulum,0.0,Known
1363,Odoribacteraceae,0.0,Known
1364,Eggerthella lenta,0.0,Known
1365,Eggerthella,0.0,Known
1366,Rubrobacteria,0.0,Known
1367,Dorea longicatena,0.0,Known
1368,Dorea formicigenerans,0.0,Known
1369,Dorea,0.0,Known
1370,Succiniclasticum,0.0,Known
1371,Dietzia,0.0,Known
1372,Diaporthe ampelina,0.0,Known
1373,Diaphorobacter,0.0,Known
1374,Dialister pneumosintes,0.0,Known
1375,Ochrobactrum,0.0,Known
1376,Enterobacter,0.0,Known
1377,Enterobacterales,0.0,Known
1378,Enterococcus saccharolyticus,0.0,Known
1379,Erysipelotrichaceae,0.0,Known
1380,Pseudoflavonifractor,0.0,Known
1381,Erwinia,0.0,Known
1382,Epsilonproteobacteria,0.0,Known
1383,Ruminococcus albus,0.0,Known
1384,Ruminococcus,0.0,Known
1385,Nosema apis,0.0,Known
1386,Ruminococcaceae,0.0,Known
1387,Oceanospirillales,0.0,Known
1388,Enterococcus faecalis,0.0,Known
1389,Enterococcus,0.0,Known
1390,Enterococcaceae,0.0,Known
1391,Streptococcus salivarius,0.0,Known
1392,Streptococcus sanguinis,0.0,Known
1393,Ruminiclostridium,0.0,Known
1394,Enterobacteriaceae,0.0,Known
1395,Streptococcus anginosus,0.0,Known
